1111|0
1112|17
1113|34
1114|51
1121|68
1122|85
1123|102
1124|119
1131|136
1132|153
1133|170
1134|187
1141|204
1142|221
1143|238
1144|255
1211|272
1212|289
1213|306
1214|323
1221|340
1222|357
1223|374
1224|391
1231|408
1232|425
1233|442
1234|459
1241|476
1242|493
1243|510
1244|527
1311|544
1312|561
1313|578
1314|595
1321|612
1322|629
1323|646
1324|663
1331|680
1332|697
1333|714
1334|731
1341|748
1342|765
1343|782
1344|799
1411|816
1412|833
1413|850
1414|867
1421|884
1422|901
1423|918
1424|935
1431|952
1432|969
1433|986
1434|1003
1441|1020
1442|1037
1443|1054
1444|1071
1511|1088
1512|1105
1513|1122
1514|1139
1521|1156
1522|1173
1523|1190
1524|1207
1531|1224
1532|1241
1533|1258
1534|1275
1541|1292
1542|1309
1543|1326
1544|1343
2111|1360
2112|1377
2113|1394
2114|1411
2121|1428
2122|1445
2123|1462
2124|1479
2131|1496
2132|1513
2133|1530
2134|1547
2141|1564
2142|1581
2143|1598
2144|1615
2211|1632
2212|1649
2213|1666
2214|1683
2221|1700
2222|1717
2223|1734
2224|1751
2231|1768
2232|1785
2233|1802
2234|1819
2241|1836
2242|1853
2243|1870
2244|1887
2311|1904
2312|1921
2313|1938
2314|1955
2321|1972
2322|1989
2323|2006
2324|2023
2331|2040
2332|2057
2333|2074
2334|2091
2341|2108
2342|2125
2343|2142
2344|2159
2411|2176
2412|2193
2413|2210
2414|2227
2421|2244
2422|2261
2423|2278
2424|2295
2431|2312
2432|2329
2433|2346
2434|2363
2441|2380
2442|2397
2443|2414
2444|2431
2511|2448
2512|2465
2513|2482
2514|2499
2521|2516
2522|2533
2523|2550
2524|2567
2531|2584
2532|2601
2533|2618
2534|2635
2541|2652
2542|2669
2543|2686
2544|2703
3111|2720
3112|2737
3113|2754
3114|2771
3121|2788
3122|2805
3123|2822
3124|2839
3131|2856
3132|2873
3133|2890
3134|2907
3141|2924
3142|2941
3143|2958
3144|2975
3211|2992
3212|3009
3213|3026
3214|3043
3221|3060
3222|3077
3223|3094
3224|3111
3231|3128
3232|3145
3233|3162
3234|3179
3241|3196
3242|3213
3243|3230
3244|3247
3311|3264
3312|3281
3313|3298
3314|3315
3321|3332
3322|3349
3323|3366
3324|3383
3331|3400
3332|3417
3333|3434
3334|3451
3341|3468
3342|3485
3343|3502
3344|3519
3411|3536
3412|3553
3413|3570
3414|3587
3421|3604
3422|3621
3423|3638
3424|3655
3431|3672
3432|3689
3433|3706
3434|3723
3441|3740
3442|3757
3443|3774
3444|3791
3511|3808
3512|3825
3513|3842
3514|3859
3521|3876
3522|3893
3523|3910
3524|3927
3531|3944
3532|3961
3533|3978
3534|3995
3541|4012
3542|4029
3543|4046
3544|4063
4111|4080
4112|4097
4113|4114
4114|4131
4121|4148
4122|4165
4123|4182
4124|4199
4131|4216
4132|4233
4133|4250
4134|4267
4141|4284
4142|4301
4143|4318
4144|4335
4211|4352
4212|4369
4213|4386
4214|4403
4221|4420
4222|4437
4223|4454
4224|4471
4231|4488
4232|4505
4233|4522
4234|4539
4241|4556
4242|4573
4243|4590
4244|4607
4311|4624
4312|4641
4313|4658
4314|4675
4321|4692
4322|4709
4323|4726
4324|4743
4331|4760
4332|4777
4333|4794
4334|4811
4341|4828
4342|4845
4343|4862
4344|4879
4411|4896
4412|4913
4413|4930
4414|4947
4421|4964
4422|4981
4423|4998
4424|5015
4431|5032
4432|5049
4433|5066
4434|5083
4441|5100
4442|5117
4443|5134
4444|5151
4511|5168
4512|5185
4513|5202
4514|5219
4521|5236
4522|5253
4523|5270
4524|5287
4531|5304
4532|5321
4533|5338
4534|5355
4541|5372
4542|5389
4543|5406
4544|5423
5111|5440
5112|5457
5113|5474
5114|5491
5121|5508
5122|5525
5123|5542
5124|5559
5131|5576
5132|5593
5133|5610
5134|5627
5141|5644
5142|5661
5143|5678
5144|5695
5211|5712
5212|5729
5213|5746
5214|5763
5221|5780
5222|5797
5223|5814
5224|5831
5231|5848
5232|5865
5233|5882
5234|5899
5241|5916
5242|5933
5243|5950
5244|5967
5311|5984
5312|6001
5313|6018
5314|6035
5321|6052
5322|6069
5323|6086
5324|6103
5331|6120
5332|6137
5333|6154
5334|6171
5341|6188
5342|6205
5343|6222
5344|6239
5411|6256
5412|6273
5413|6290
5414|6307
5421|6324
5422|6341
5423|6358
5424|6375
5431|6392
5432|6409
5433|6426
5434|6443
5441|6460
5442|6477
5443|6494
5444|6511
5511|6528
5512|6545
5513|6562
5514|6579
5521|6596
5522|6613
5523|6630
5524|6647
5531|6664
5532|6681
5533|6698
5534|6715
5541|6732
5542|6749
5543|6766
5544|6783
