1111|1|1|1|1|B$
1112|1|1|1|2|D$
1113|1|1|1|3|E$
1114|1|1|1|4|A$
1121|1|1|2|1|D$
1122|1|1|2|2|C$
1123|1|1|2|3|A$
1124|1|1|2|4|D$
1131|1|1|3|1|E$
1132|1|1|3|2|B$
1133|1|1|3|3|B$
1134|1|1|3|4|B$
1141|1|1|4|1|A$
1142|1|1|4|2|A$
1143|1|1|4|3|B$
1144|1|1|4|4|B$
1211|1|2|1|1|B$
1212|1|2|1|2|C$
1213|1|2|1|3|D$
1214|1|2|1|4|B$
1221|1|2|2|1|B$
1222|1|2|2|2|E$
1223|1|2|2|3|E$
1224|1|2|2|4|A$
1231|1|2|3|1|B$
1232|1|2|3|2|E$
1233|1|2|3|3|D$
1234|1|2|3|4|B$
1241|1|2|4|1|B$
1242|1|2|4|2|C$
1243|1|2|4|3|C$
1244|1|2|4|4|E$
1311|1|3|1|1|E$
1312|1|3|1|2|C$
1313|1|3|1|3|B$
1314|1|3|1|4|B$
1321|1|3|2|1|A$
1322|1|3|2|2|E$
1323|1|3|2|3|D$
1324|1|3|2|4|D$
1331|1|3|3|1|D$
1332|1|3|3|2|B$
1333|1|3|3|3|B$
1334|1|3|3|4|E$
1341|1|3|4|1|E$
1342|1|3|4|2|A$
1343|1|3|4|3|A$
1344|1|3|4|4|C$
1411|1|4|1|1|D$
1412|1|4|1|2|D$
1413|1|4|1|3|C$
1414|1|4|1|4|A$
1421|1|4|2|1|A$
1422|1|4|2|2|A$
1423|1|4|2|3|C$
1424|1|4|2|4|A$
1431|1|4|3|1|C$
1432|1|4|3|2|A$
1433|1|4|3|3|E$
1434|1|4|3|4|D$
1441|1|4|4|1|C$
1442|1|4|4|2|A$
1443|1|4|4|3|A$
1444|1|4|4|4|C$
1511|1|5|1|1|B$
1512|1|5|1|2|C$
1513|1|5|1|3|E$
1514|1|5|1|4|A$
1521|1|5|2|1|A$
1522|1|5|2|2|D$
1523|1|5|2|3|A$
1524|1|5|2|4|D$
1531|1|5|3|1|D$
1532|1|5|3|2|A$
1533|1|5|3|3|B$
